match_id,path,time_index,seconds_after_context,seeds,any_clipped_seed_count,decoded_context_changed_seed_count,view0_extreme_contrast,allviews_extreme_contrast,view0_nontarget_role_rms,spearman_finite_seed_mean,spearman_defined_seed_count,slope_finite_seed_mean,slope_defined_seed_count,positive_adjacent_fraction_finite_seed_mean,positive_adjacent_fraction_defined_seed_count,nondecreasing_nonzero_seed_fraction,inconsistent_duplicate_seed_count,view0_contrast_minus_random_norm,view0_contrast_minus_wrong_variable_ball_x
2026-05-10T09-50-31Z-8f49f2,quadratic_forward,2,0.3,2,2,0,0.19425201416015625,-0.6338844299316406,0.010523017900139209,0.15389675281277315,2,0.00034404082321546616,2,0.5,2,0.0,0,-0.76336669921875,1.1586990356445312
2026-05-10T09-50-31Z-8f49f2,quadratic_forward,3,0.4,2,2,0,1.5335845947265625,-0.2117137908935547,0.016658040297703448,0.09999999999999999,2,0.001455896564252958,2,0.75,2,0.0,0,0.9610443115234375,4.7676849365234375
2026-05-10T23-26-14Z-67db4f,quadratic_forward,0,0.1,2,2,0,0.6696624755859375,-0.046535491943359375,0.00463550767191102,0.019680758544317556,2,0.0005230335884591148,2,0.5,2,0.0,0,2.578094482421875,0.3816986083984375
2026-05-10T23-26-14Z-67db4f,quadratic_forward,1,0.2,2,2,0,-0.76678466796875,-0.47658538818359375,0.003783207042728576,0.21726700795769358,2,-0.0003635185787950649,2,0.3333333333333333,2,0.0,0,-1.1518707275390625,1.14849853515625
2026-05-10T23-26-14Z-67db4f,quadratic_forward,2,0.3,2,2,0,-1.0496368408203125,-0.4712495803833008,0.00446988361901003,-0.36842105263157904,2,-0.0006963124619648292,2,0.5,2,0.0,0,-1.8130035400390625,-0.858795166015625
2026-05-10T23-26-14Z-67db4f,quadratic_forward,3,0.4,2,2,0,2.249237060546875,1.5408039093017578,0.006327983366192838,0.7476588159848011,2,0.0023654182489827656,2,0.6666666666666666,2,0.0,0,1.2421951293945312,-1.3545913696289062
2026-05-14T03-11-22Z-090bf8,quadratic_forward,0,0.1,2,1,0,-0.7633819580078125,0.18550682067871094,0.005310573425723601,-0.2525978352085154,2,-0.0005424230946875964,2,0.5,2,0.0,0,-1.9101638793945312,0.381683349609375
2026-05-14T03-11-22Z-090bf8,quadratic_forward,1,0.2,2,1,0,-1.026214599609375,0.1889810562133789,0.005018283864636189,-0.35,2,-0.001288547080626812,2,0.5,2,0.0,0,-2.382152557373047,0.4285240173339844
2026-05-14T03-11-22Z-090bf8,quadratic_forward,2,0.3,2,1,0,-0.6662216186523438,-0.21613407135009766,0.00513124395818165,0.1308451292191597,2,0.00022229390201843394,2,0.375,2,0.0,0,-0.046825408935546875,-3.8568687438964844
2026-05-14T03-11-22Z-090bf8,quadratic_forward,3,0.4,2,1,0,-4.0391387939453125,-0.41553497314453125,0.006832509575689976,-0.44999999999999996,2,-0.0028850807720501425,2,0.5,2,0.0,0,-4.483736038208008,-3.2196617126464844
