path,time_index,seconds_after_context,requested_dose_uu,view0_estimated_height_change_mean_uu,pointwise_match_bootstrap_low_uu,pointwise_match_bootstrap_high_uu,mean_effective_dose_uu,minimum_effective_dose_uu,maximum_effective_dose_uu,clipped_pair_fraction,matches,paired_seeds_per_match
random_norm,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
random_norm,2,0.3,300.0,0.659881591796875,-0.6335829257965088,1.6774055862426758,300.0,299.99999999999994,300.00000000000006,0.2,10,2
random_norm,2,0.3,600.0,0.3040275573730469,-0.8510448551177979,1.3342041206359863,600.0,599.9999999999999,600.0000000000001,0.25,10,2
random_norm,3,0.4,-600.0,-0.3627744674682617,-1.1586135721206665,0.5670206308364866,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
random_norm,3,0.4,-300.0,-1.5289966583251953,-3.0781112384796145,-0.19688159942626976,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
random_norm,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
random_norm,3,0.4,300.0,-0.27191925048828125,-1.4608032226562502,0.8786942768096923,300.0,299.99999999999994,300.00000000000006,0.2,10,2
random_norm,3,0.4,600.0,-0.472576904296875,-1.6339270401000976,0.6810427093505854,600.0,599.9999999999999,600.0000000000001,0.25,10,2
wrong_variable_ball_x,0,0.1,-600.0,0.4649360656738281,-0.449834566116333,1.4715258598327625,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
wrong_variable_ball_x,0,0.1,-300.0,0.10794754028320312,-0.6302345275878907,0.8631106758117674,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
wrong_variable_ball_x,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
wrong_variable_ball_x,0,0.1,300.0,-0.45201683044433594,-1.0909524440765381,0.2795074939727782,300.0,299.99999999999994,300.00000000000006,0.2,10,2
wrong_variable_ball_x,0,0.1,600.0,-0.41930313110351564,-0.9988100814819336,0.2445155239105224,600.0,599.9999999999999,600.0000000000001,0.25,10,2
wrong_variable_ball_x,1,0.2,-600.0,-0.18404998779296874,-1.0452637672424316,0.4745286083221435,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
wrong_variable_ball_x,1,0.2,-300.0,-0.6256702423095704,-1.779357261657715,0.39463845252990704,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
wrong_variable_ball_x,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
wrong_variable_ball_x,1,0.2,300.0,-0.9301080703735352,-1.9586290836334228,0.1393287849426269,300.0,299.99999999999994,300.00000000000006,0.2,10,2
wrong_variable_ball_x,1,0.2,600.0,-0.09708080291748047,-0.9132169246673585,0.7637549924850461,600.0,599.9999999999999,600.0000000000001,0.25,10,2
wrong_variable_ball_x,2,0.3,-600.0,1.2233509063720702,0.38303944587707517,2.060994110107422,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
wrong_variable_ball_x,2,0.3,-300.0,1.170486831665039,-0.19093503952026364,2.578299827575683,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
wrong_variable_ball_x,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
wrong_variable_ball_x,2,0.3,300.0,0.5587882995605469,-0.21705196380615233,1.3146163558959958,300.0,299.99999999999994,300.00000000000006,0.2,10,2
wrong_variable_ball_x,2,0.3,600.0,1.4316680908203125,0.196995792388916,2.523423252105713,600.0,599.9999999999999,600.0000000000001,0.25,10,2
wrong_variable_ball_x,3,0.4,-600.0,0.47379913330078127,-0.6933169651031494,1.5492717170715327,-385.19216435306436,-600.0,-250.5964770012909,0.95,10,2
wrong_variable_ball_x,3,0.4,-300.0,-0.2037109375,-1.6046015739440918,1.0771563339233396,-293.01313758606,-300.0,-250.5964770012909,0.3,10,2
wrong_variable_ball_x,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2
wrong_variable_ball_x,3,0.4,300.0,-0.3157642364501953,-1.4337096881866453,0.8298723793029784,300.0,299.99999999999994,300.00000000000006,0.2,10,2
wrong_variable_ball_x,3,0.4,600.0,0.14707069396972655,-1.4024846839904785,1.7673879623413085,600.0,599.9999999999999,600.0000000000001,0.25,10,2
