record_id,path,requested_dose,effective_dose,actual_internal_height_probe_delta,linear_probe_delivery_fraction,relative_descriptor_mismatch,actual_to_requested_raw_norm,descriptor_delta_cosine
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_probe_linear_dose-600,probe_linear,-600.0,-250.5964770012909,-244.37689255055375,0.9751808783381056,0.05384571778333292,1.0377743948560207,0.9988016148603184
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_quadratic_forward_dose+300,quadratic_forward,300.0,299.99999999999994,168.94459762010138,,0.03690279140066699,1.017920203548946,0.9994004370547602
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_quadratic_forward_dose+600,quadratic_forward,600.0,600.0,322.9350705551546,,0.02005491034933166,1.0100459099200567,0.9997995169742998
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_quadratic_forward_dose-300,quadratic_forward,-300.0,-250.5964770012909,-154.22553444725332,,0.034024453608187094,1.0209430798001278,0.9994394277672597
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_quadratic_forward_dose-600,quadratic_forward,-600.0,-250.5964770012909,-154.22553444725332,,0.034024453608187094,1.0209430798001278,0.9994394277672597
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_random_norm_dose+300,random_norm,300.0,299.99999999999994,1.831929375497623,,0.02624297411125658,1.0221220040296173,0.9996601469502904
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_random_norm_dose+600,random_norm,600.0,600.0,3.0633665090330737,,0.016638548198989432,1.0076659677344884,0.999861951978109
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_random_norm_dose-300,random_norm,-300.0,-250.5964770012909,-1.7582859544405096,,0.025398228219640107,1.0194822526842642,0.9996814579369591
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_random_norm_dose-600,random_norm,-600.0,-250.5964770012909,-1.7582859544405096,,0.025398228219640107,1.0194822526842642,0.9996814579369591
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_wrong_variable_ball_x_dose+300,wrong_variable_ball_x,300.0,299.99999999999994,15.828369793872923,,0.028523661769731118,1.0219390088003735,0.9995985800098043
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_wrong_variable_ball_x_dose+600,wrong_variable_ball_x,600.0,600.0,28.941958011704116,,0.01647194379679207,1.0075525879375054,0.9998647742789305
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_wrong_variable_ball_x_dose-300,wrong_variable_ball_x,-300.0,-250.5964770012909,-16.864911962874032,,0.026643623377065332,1.019943072675582,0.9996480416218287
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090701_wrong_variable_ball_x_dose-600,wrong_variable_ball_x,-600.0,-250.5964770012909,-16.864911962874032,,0.026643623377065332,1.019943072675582,0.9996480416218287
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_affine_forward_dose+300,affine_forward,300.0,300.0,156.79186356941568,,0.03896166823969791,1.0240996145928445,0.9993304794876355
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_affine_forward_dose+600,affine_forward,600.0,600.0,315.01900917901764,,0.020645561116387556,1.01036731256254,0.9997878596985942
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_affine_forward_dose-300,affine_forward,-300.0,-284.6904997860074,-148.68344119969066,,0.04101357451087712,1.0268723036448457,0.9992551508141303
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_affine_forward_dose-600,affine_forward,-600.0,-284.6904997860074,-148.68344119969066,,0.04101357451087712,1.0268723036448457,0.9992551508141303
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_probe_linear_dose+300,probe_linear,300.0,300.0,295.88672671380573,0.9862890890460191,0.039885348131505634,1.0314296782579082,0.9992797154724413
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_probe_linear_dose+600,probe_linear,600.0,600.0,598.1132813687573,0.9968554689479288,0.020331245864475062,1.0099677369935587,0.999797051189716
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_probe_linear_dose-300,probe_linear,-300.0,-284.6904997860074,-280.02869779440664,0.9836250173605902,0.043756657773474324,1.032920814873058,0.9991501930168082
